"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2014","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Less than 1 year","Year","80.9","b"
"2014","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Males","Less than 1 year","Year","78.1","b"
"2014","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Females","Less than 1 year","Year","83.6","b"
"2014","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Less than 1 year","Year","80.9","b"
"2014","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Males","Less than 1 year","Year","78.1","b"
"2014","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Females","Less than 1 year","Year","83.7","b"
"2014","European Free Trade Association","Total","Less than 1 year","Year","82.9",""
"2014","European Free Trade Association","Males","Less than 1 year","Year","80.8",""
"2014","European Free Trade Association","Females","Less than 1 year","Year","85.0",""
"2014","Iceland","Total","Less than 1 year","Year","82.9",""
"2014","Iceland","Males","Less than 1 year","Year","81.3",""
"2014","Iceland","Females","Less than 1 year","Year","84.5",""
"2014","Liechtenstein","Total","Less than 1 year","Year","82.1",""
"2014","Liechtenstein","Males","Less than 1 year","Year","81.0",""
"2014","Liechtenstein","Females","Less than 1 year","Year","83.2",""
"2014","Norway","Total","Less than 1 year","Year","82.2",""
"2014","Norway","Males","Less than 1 year","Year","80.1",""
"2014","Norway","Females","Less than 1 year","Year","84.2",""
"2014","Switzerland","Total","Less than 1 year","Year","83.3",""
"2014","Switzerland","Males","Less than 1 year","Year","81.1",""
"2014","Switzerland","Females","Less than 1 year","Year","85.4",""
"2014","United Kingdom","Total","Less than 1 year","Year","81.4",""
"2014","United Kingdom","Males","Less than 1 year","Year","79.5",""
"2014","United Kingdom","Females","Less than 1 year","Year","83.2",""
"2014","Montenegro","Total","Less than 1 year","Year","76.5",""
"2014","Montenegro","Males","Less than 1 year","Year","74.1",""
"2014","Montenegro","Females","Less than 1 year","Year","78.9",""
"2014","North Macedonia","Total","Less than 1 year","Year","75.5",""
"2014","North Macedonia","Males","Less than 1 year","Year","73.5",""
"2014","North Macedonia","Females","Less than 1 year","Year","77.5",""
"2014","Albania","Total","Less than 1 year","Year","78.2",""
"2014","Albania","Males","Less than 1 year","Year","76.4",""
"2014","Albania","Females","Less than 1 year","Year","80.1",""
"2014","Serbia","Total","Less than 1 year","Year","75.4",""
"2014","Serbia","Males","Less than 1 year","Year","72.8",""
"2014","Serbia","Females","Less than 1 year","Year","78.0",""
"2014","Turkey","Total","Less than 1 year","Year","78.1",""
"2014","Turkey","Males","Less than 1 year","Year","75.4",""
"2014","Turkey","Females","Less than 1 year","Year","80.9",""
"2014","Belarus","Total","Less than 1 year","Year","73.3",""
"2014","Belarus","Males","Less than 1 year","Year","67.8",""
"2014","Belarus","Females","Less than 1 year","Year","78.6",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Less than 1 year","Year",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Less than 1 year","Year",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Less than 1 year","Year",":",""
"2014","Moldova","Total","Less than 1 year","Year",":",""
"2014","Moldova","Males","Less than 1 year","Year",":",""
"2014","Moldova","Females","Less than 1 year","Year",":",""
"2014","Russia","Total","Less than 1 year","Year",":",""
"2014","Russia","Males","Less than 1 year","Year",":",""
"2014","Russia","Females","Less than 1 year","Year",":",""
"2014","San Marino","Total","Less than 1 year","Year",":",""
"2014","San Marino","Males","Less than 1 year","Year",":",""
"2014","San Marino","Females","Less than 1 year","Year",":",""
"2014","Ukraine","Total","Less than 1 year","Year","71.8",""
"2014","Ukraine","Males","Less than 1 year","Year","66.6",""
"2014","Ukraine","Females","Less than 1 year","Year","76.7",""
"2014","Armenia","Total","Less than 1 year","Year",":",""
"2014","Armenia","Males","Less than 1 year","Year",":",""
"2014","Armenia","Females","Less than 1 year","Year",":",""
"2014","Azerbaijan","Total","Less than 1 year","Year","74.8",""
"2014","Azerbaijan","Males","Less than 1 year","Year","72.2",""
"2014","Azerbaijan","Females","Less than 1 year","Year","77.3",""
"2014","Georgia","Total","Less than 1 year","Year","74.1",""
"2014","Georgia","Males","Less than 1 year","Year","69.9",""
"2014","Georgia","Females","Less than 1 year","Year","78.2",""
"2015","European Union - 27 countries (from 2020)","Total","Less than 1 year","Year","80.5","b"
"2015","European Union - 27 countries (from 2020)","Males","Less than 1 year","Year","77.7","b"
"2015","European Union - 27 countries (from 2020)","Females","Less than 1 year","Year","83.3","b"
"2015","European Union - 28 countries (2013-2020)","Total","Less than 1 year","Year","80.6","b"
"2015","European Union - 28 countries (2013-2020)","Males","Less than 1 year","Year","77.9","b"
"2015","European Union - 28 countries (2013-2020)","Females","Less than 1 year","Year","83.3","b"
"2015","European Union - 27 countries (2007-2013)","Total","Less than 1 year","Year","80.6","b"
"2015","European Union - 27 countries (2007-2013)","Males","Less than 1 year","Year","77.9","b"
"2015","European Union - 27 countries (2007-2013)","Females","Less than 1 year","Year","83.3","b"
"2015","Euro area - 19 countries  (from 2015)","Total","Less than 1 year","Year","81.6","b"
"2015","Euro area - 19 countries  (from 2015)","Males","Less than 1 year","Year","78.9","b"
"2015","Euro area - 19 countries  (from 2015)","Females","Less than 1 year","Year","84.2","b"
"2015","Euro area - 18 countries (2014)","Total","Less than 1 year","Year","81.7","b"
"2015","Euro area - 18 countries (2014)","Males","Less than 1 year","Year","79.0","b"
"2015","Euro area - 18 countries (2014)","Females","Less than 1 year","Year","84.2","b"
"2015","Belgium","Total","Less than 1 year","Year","81.1",""
"2015","Belgium","Males","Less than 1 year","Year","78.7",""
"2015","Belgium","Females","Less than 1 year","Year","83.4",""
"2015","Bulgaria","Total","Less than 1 year","Year","74.7",""
"2015","Bulgaria","Males","Less than 1 year","Year","71.2",""
"2015","Bulgaria","Females","Less than 1 year","Year","78.2",""
"2015","Czechia","Total","Less than 1 year","Year","78.7",""
"2015","Czechia","Males","Less than 1 year","Year","75.7",""
"2015","Czechia","Females","Less than 1 year","Year","81.6",""
"2015","Denmark","Total","Less than 1 year","Year","80.8",""
"2015","Denmark","Males","Less than 1 year","Year","78.8",""
"2015","Denmark","Females","Less than 1 year","Year","82.7",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Less than 1 year","Year","80.7",""
"2015","Germany (until 1990 former territory of the FRG)","Males","Less than 1 year","Year","78.3",""
"2015","Germany (until 1990 former territory of the FRG)","Females","Less than 1 year","Year","83.1",""
"2015","Germany including former GDR","Total","Less than 1 year","Year","80.7",""
"2015","Germany including former GDR","Males","Less than 1 year","Year","78.3",""
"2015","Germany including former GDR","Females","Less than 1 year","Year","83.1",""
"2015","Estonia","Total","Less than 1 year","Year","78.0","b"
"2015","Estonia","Males","Less than 1 year","Year","73.2","b"
"2015","Estonia","Females","Less than 1 year","Year","82.2","b"
"2015","Ireland","Total","Less than 1 year","Year","81.5",""
"2015","Ireland","Males","Less than 1 year","Year","79.6",""
"2015","Ireland","Females","Less than 1 year","Year","83.4",""
"2015","Greece","Total","Less than 1 year","Year","81.1",""
"2015","Greece","Males","Less than 1 year","Year","78.5",""
"2015","Greece","Females","Less than 1 year","Year","83.7",""
"2015","Spain","Total","Less than 1 year","Year","83.0",""
"2015","Spain","Males","Less than 1 year","Year","80.1",""
"2015","Spain","Females","Less than 1 year","Year","85.7",""
"2015","France","Total","Less than 1 year","Year","82.4",""
"2015","France","Males","Less than 1 year","Year","79.2",""
"2015","France","Females","Less than 1 year","Year","85.6",""
"2015","France (metropolitan)","Total","Less than 1 year","Year",":",""
"2015","France (metropolitan)","Males","Less than 1 year","Year",":",""
"2015","France (metropolitan)","Females","Less than 1 year","Year",":",""
"2015","Croatia","Total","Less than 1 year","Year","77.5",""
"2015","Croatia","Males","Less than 1 year","Year","74.4",""
"2015","Croatia","Females","Less than 1 year","Year","80.5",""
"2015","Italy","Total","Less than 1 year","Year","82.7",""
"2015","Italy","Males","Less than 1 year","Year","80.3",""
"2015","Italy","Females","Less than 1 year","Year","84.9",""
"2015","Cyprus","Total","Less than 1 year","Year","81.8",""
"2015","Cyprus","Males","Less than 1 year","Year","79.9",""
"2015","Cyprus","Females","Less than 1 year","Year","83.7",""
"2015","Latvia","Total","Less than 1 year","Year","74.8",""
"2015","Latvia","Males","Less than 1 year","Year","69.7",""
"2015","Latvia","Females","Less than 1 year","Year","79.5",""
"2015","Lithuania","Total","Less than 1 year","Year","74.6",""
"2015","Lithuania","Males","Less than 1 year","Year","69.2",""
"2015","Lithuania","Females","Less than 1 year","Year","79.7",""
"2015","Luxembourg","Total","Less than 1 year","Year","82.4",""
"2015","Luxembourg","Males","Less than 1 year","Year","80.0",""
"2015","Luxembourg","Females","Less than 1 year","Year","84.7",""
"2015","Hungary","Total","Less than 1 year","Year","75.7",""
"2015","Hungary","Males","Less than 1 year","Year","72.3",""
"2015","Hungary","Females","Less than 1 year","Year","79.0",""
"2015","Malta","Total","Less than 1 year","Year","82.0",""
"2015","Malta","Males","Less than 1 year","Year","79.8",""
"2015","Malta","Females","Less than 1 year","Year","84.1",""
"2015","Netherlands","Total","Less than 1 year","Year","81.6",""
"2015","Netherlands","Males","Less than 1 year","Year","79.9",""
"2015","Netherlands","Females","Less than 1 year","Year","83.2",""
"2015","Austria","Total","Less than 1 year","Year","81.3",""
"2015","Austria","Males","Less than 1 year","Year","78.8",""
"2015","Austria","Females","Less than 1 year","Year","83.7",""
"2015","Poland","Total","Less than 1 year","Year","77.5",""
"2015","Poland","Males","Less than 1 year","Year","73.5",""
"2015","Poland","Females","Less than 1 year","Year","81.6",""
"2015","Portugal","Total","Less than 1 year","Year","81.3",""
"2015","Portugal","Males","Less than 1 year","Year","78.1",""
"2015","Portugal","Females","Less than 1 year","Year","84.3",""
"2015","Romania","Total","Less than 1 year","Year","74.9",""
"2015","Romania","Males","Less than 1 year","Year","71.4",""
"2015","Romania","Females","Less than 1 year","Year","78.6",""
"2015","Slovenia","Total","Less than 1 year","Year","80.9",""
"2015","Slovenia","Males","Less than 1 year","Year","77.8",""
"2015","Slovenia","Females","Less than 1 year","Year","83.9",""
"2015","Slovakia","Total","Less than 1 year","Year","76.7",""
"2015","Slovakia","Males","Less than 1 year","Year","73.1",""
"2015","Slovakia","Females","Less than 1 year","Year","80.2",""
"2015","Finland","Total","Less than 1 year","Year","81.6",""
"2015","Finland","Males","Less than 1 year","Year","78.7",""
"2015","Finland","Females","Less than 1 year","Year","84.4",""
"2015","Sweden","Total","Less than 1 year","Year","82.2",""
"2015","Sweden","Males","Less than 1 year","Year","80.4",""
"2015","Sweden","Females","Less than 1 year","Year","84.1",""
"2015","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Less than 1 year","Year","80.6","b"
"2015","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Males","Less than 1 year","Year","77.9","b"
"2015","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Females","Less than 1 year","Year","83.3","b"
"2015","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Less than 1 year","Year","80.6","b"
"2015","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Males","Less than 1 year","Year","77.9","b"
"2015","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Females","Less than 1 year","Year","83.3","b"
"2015","European Free Trade Association","Total","Less than 1 year","Year","82.8",""
"2015","European Free Trade Association","Males","Less than 1 year","Year","80.7",""
"2015","European Free Trade Association","Females","Less than 1 year","Year","84.8",""
"2015","Iceland","Total","Less than 1 year","Year","82.5",""
"2015","Iceland","Males","Less than 1 year","Year","81.2",""
"2015","Iceland","Females","Less than 1 year","Year","83.8",""
"2015","Liechtenstein","Total","Less than 1 year","Year","82.7",""
"2015","Liechtenstein","Males","Less than 1 year","Year","80.9",""
"2015","Liechtenstein","Females","Less than 1 year","Year","84.5",""
"2015","Norway","Total","Less than 1 year","Year","82.4",""
"2015","Norway","Males","Less than 1 year","Year","80.5",""
"2015","Norway","Females","Less than 1 year","Year","84.2",""
"2015","Switzerland","Total","Less than 1 year","Year","83.0",""
"2015","Switzerland","Males","Less than 1 year","Year","80.8",""
"2015","Switzerland","Females","Less than 1 year","Year","85.1",""
"2015","United Kingdom","Total","Less than 1 year","Year","81.0",""
"2015","United Kingdom","Males","Less than 1 year","Year","79.2",""
"2015","United Kingdom","Females","Less than 1 year","Year","82.8",""
"2015","Montenegro","Total","Less than 1 year","Year","76.5",""
"2015","Montenegro","Males","Less than 1 year","Year","74.4",""
"2015","Montenegro","Females","Less than 1 year","Year","78.6",""
"2015","North Macedonia","Total","Less than 1 year","Year","75.5",""
"2015","North Macedonia","Males","Less than 1 year","Year","73.5",""
"2015","North Macedonia","Females","Less than 1 year","Year","77.4",""
"2015","Albania","Total","Less than 1 year","Year","77.9",""
"2015","Albania","Males","Less than 1 year","Year","76.3",""
"2015","Albania","Females","Less than 1 year","Year","79.7",""
"2015","Serbia","Total","Less than 1 year","Year","75.3",""
"2015","Serbia","Males","Less than 1 year","Year","72.8",""
"2015","Serbia","Females","Less than 1 year","Year","77.9",""
"2015","Turkey","Total","Less than 1 year","Year","78.2",""
"2015","Turkey","Males","Less than 1 year","Year","75.4",""
"2015","Turkey","Females","Less than 1 year","Year","81.0",""
"2015","Belarus","Total","Less than 1 year","Year","74.0",""
"2015","Belarus","Males","Less than 1 year","Year","68.6",""
"2015","Belarus","Females","Less than 1 year","Year","79.0",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Less than 1 year","Year",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Less than 1 year","Year",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Less than 1 year","Year",":",""
"2015","Moldova","Total","Less than 1 year","Year",":",""
"2015","Moldova","Males","Less than 1 year","Year",":",""
"2015","Moldova","Females","Less than 1 year","Year",":",""
"2015","Russia","Total","Less than 1 year","Year",":",""
"2015","Russia","Males","Less than 1 year","Year",":",""
"2015","Russia","Females","Less than 1 year","Year",":",""
"2015","San Marino","Total","Less than 1 year","Year",":",""
"2015","San Marino","Males","Less than 1 year","Year",":",""
"2015","San Marino","Females","Less than 1 year","Year",":",""
"2015","Ukraine","Total","Less than 1 year","Year","72.5",""
"2015","Ukraine","Males","Less than 1 year","Year","67.5",""
"2015","Ukraine","Females","Less than 1 year","Year","77.3",""
"2015","Armenia","Total","Less than 1 year","Year","75.1",""
"2015","Armenia","Males","Less than 1 year","Year","71.7",""
"2015","Armenia","Females","Less than 1 year","Year","78.2",""
"2015","Azerbaijan","Total","Less than 1 year","Year","75.3",""
"2015","Azerbaijan","Males","Less than 1 year","Year","72.9",""
"2015","Azerbaijan","Females","Less than 1 year","Year","77.7",""
"2015","Georgia","Total","Less than 1 year","Year","73.0",""
"2015","Georgia","Males","Less than 1 year","Year","68.7",""
"2015","Georgia","Females","Less than 1 year","Year","77.4",""
"2016","European Union - 27 countries (from 2020)","Total","Less than 1 year","Year","80.9",""
"2016","European Union - 27 countries (from 2020)","Males","Less than 1 year","Year","78.0",""
"2016","European Union - 27 countries (from 2020)","Females","Less than 1 year","Year","83.7",""
"2016","European Union - 28 countries (2013-2020)","Total","Less than 1 year","Year","81.0",""
"2016","European Union - 28 countries (2013-2020)","Males","Less than 1 year","Year","78.2",""
"2016","European Union - 28 countries (2013-2020)","Females","Less than 1 year","Year","83.7",""
"2016","European Union - 27 countries (2007-2013)","Total","Less than 1 year","Year","81.0",""
"2016","European Union - 27 countries (2007-2013)","Males","Less than 1 year","Year","78.2",""
"2016","European Union - 27 countries (2007-2013)","Females","Less than 1 year","Year","83.7",""
"2016","Euro area - 19 countries  (from 2015)","Total","Less than 1 year","Year","82.0",""
"2016","Euro area - 19 countries  (from 2015)","Males","Less than 1 year","Year","79.3",""
"2016","Euro area - 19 countries  (from 2015)","Females","Less than 1 year","Year","84.6",""
"2016","Euro area - 18 countries (2014)","Total","Less than 1 year","Year","82.1",""
"2016","Euro area - 18 countries (2014)","Males","Less than 1 year","Year","79.4",""
"2016","Euro area - 18 countries (2014)","Females","Less than 1 year","Year","84.7",""
"2016","Belgium","Total","Less than 1 year","Year","81.5",""
"2016","Belgium","Males","Less than 1 year","Year","79.0",""
"2016","Belgium","Females","Less than 1 year","Year","84.0",""
"2016","Bulgaria","Total","Less than 1 year","Year","74.9",""
"2016","Bulgaria","Males","Less than 1 year","Year","71.3",""
"2016","Bulgaria","Females","Less than 1 year","Year","78.5",""
"2016","Czechia","Total","Less than 1 year","Year","79.1",""
"2016","Czechia","Males","Less than 1 year","Year","76.1",""
"2016","Czechia","Females","Less than 1 year","Year","82.1",""
"2016","Denmark","Total","Less than 1 year","Year","80.9",""
"2016","Denmark","Males","Less than 1 year","Year","79.0",""
"2016","Denmark","Females","Less than 1 year","Year","82.8",""
"2016","Germany (until 1990 former territory of the FRG)","Total","Less than 1 year","Year","81.0",""
"2016","Germany (until 1990 former territory of the FRG)","Males","Less than 1 year","Year","78.6",""
"2016","Germany (until 1990 former territory of the FRG)","Females","Less than 1 year","Year","83.5",""
"2016","Germany including former GDR","Total","Less than 1 year","Year","81.0",""
"2016","Germany including former GDR","Males","Less than 1 year","Year","78.6",""
"2016","Germany including former GDR","Females","Less than 1 year","Year","83.5",""
"2016","Estonia","Total","Less than 1 year","Year","78.0",""
"2016","Estonia","Males","Less than 1 year","Year","73.3",""
"2016","Estonia","Females","Less than 1 year","Year","82.2",""
"2016","Ireland","Total","Less than 1 year","Year","81.7",""
"2016","Ireland","Males","Less than 1 year","Year","79.8",""
"2016","Ireland","Females","Less than 1 year","Year","83.6",""
"2016","Greece","Total","Less than 1 year","Year","81.5",""
"2016","Greece","Males","Less than 1 year","Year","78.9",""
"2016","Greece","Females","Less than 1 year","Year","84.0",""
"2016","Spain","Total","Less than 1 year","Year","83.5",""
"2016","Spain","Males","Less than 1 year","Year","80.5",""
"2016","Spain","Females","Less than 1 year","Year","86.3",""
"2016","France","Total","Less than 1 year","Year","82.7",""
"2016","France","Males","Less than 1 year","Year","79.5",""
"2016","France","Females","Less than 1 year","Year","85.8",""
"2016","France (metropolitan)","Total","Less than 1 year","Year",":",""
"2016","France (metropolitan)","Males","Less than 1 year","Year",":",""
"2016","France (metropolitan)","Females","Less than 1 year","Year",":",""
"2016","Croatia","Total","Less than 1 year","Year","78.2",""
"2016","Croatia","Males","Less than 1 year","Year","75.0",""
"2016","Croatia","Females","Less than 1 year","Year","81.3",""
"2016","Italy","Total","Less than 1 year","Year","83.4",""
"2016","Italy","Males","Less than 1 year","Year","81.0",""
"2016","Italy","Females","Less than 1 year","Year","85.6",""
"2016","Cyprus","Total","Less than 1 year","Year","82.7",""
"2016","Cyprus","Males","Less than 1 year","Year","80.5",""
"2016","Cyprus","Females","Less than 1 year","Year","84.9",""
"2016","Latvia","Total","Less than 1 year","Year","74.9",""
"2016","Latvia","Males","Less than 1 year","Year","69.8",""
"2016","Latvia","Females","Less than 1 year","Year","79.6",""
"2016","Lithuania","Total","Less than 1 year","Year","74.9",""
"2016","Lithuania","Males","Less than 1 year","Year","69.5",""
"2016","Lithuania","Females","Less than 1 year","Year","80.1",""
"2016","Luxembourg","Total","Less than 1 year","Year","82.7",""
"2016","Luxembourg","Males","Less than 1 year","Year","80.1",""
"2016","Luxembourg","Females","Less than 1 year","Year","85.4",""
"2016","Hungary","Total","Less than 1 year","Year","76.2",""
"2016","Hungary","Males","Less than 1 year","Year","72.6",""
"2016","Hungary","Females","Less than 1 year","Year","79.7",""
"2016","Malta","Total","Less than 1 year","Year","82.6",""
"2016","Malta","Males","Less than 1 year","Year","80.6",""
"2016","Malta","Females","Less than 1 year","Year","84.4",""
"2016","Netherlands","Total","Less than 1 year","Year","81.7",""
"2016","Netherlands","Males","Less than 1 year","Year","80.0",""
"2016","Netherlands","Females","Less than 1 year","Year","83.2",""
"2016","Austria","Total","Less than 1 year","Year","81.8",""
"2016","Austria","Males","Less than 1 year","Year","79.3",""
"2016","Austria","Females","Less than 1 year","Year","84.1",""
"2016","Poland","Total","Less than 1 year","Year","78.0",""
"2016","Poland","Males","Less than 1 year","Year","73.9",""
"2016","Poland","Females","Less than 1 year","Year","82.0",""
"2016","Portugal","Total","Less than 1 year","Year","81.3",""
"2016","Portugal","Males","Less than 1 year","Year","78.1",""
"2016","Portugal","Females","Less than 1 year","Year","84.3",""
"2016","Romania","Total","Less than 1 year","Year","75.2",""
"2016","Romania","Males","Less than 1 year","Year","71.6",""
"2016","Romania","Females","Less than 1 year","Year","79.0",""
"2016","Slovenia","Total","Less than 1 year","Year","81.2",""
"2016","Slovenia","Males","Less than 1 year","Year","78.2",""
"2016","Slovenia","Females","Less than 1 year","Year","84.3",""
"2016","Slovakia","Total","Less than 1 year","Year","77.3",""
"2016","Slovakia","Males","Less than 1 year","Year","73.8",""
"2016","Slovakia","Females","Less than 1 year","Year","80.7",""
"2016","Finland","Total","Less than 1 year","Year","81.5",""
"2016","Finland","Males","Less than 1 year","Year","78.6",""
"2016","Finland","Females","Less than 1 year","Year","84.4",""
"2016","Sweden","Total","Less than 1 year","Year","82.4",""
"2016","Sweden","Males","Less than 1 year","Year","80.6",""
"2016","Sweden","Females","Less than 1 year","Year","84.1",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Less than 1 year","Year","81.0",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Males","Less than 1 year","Year","78.2",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Females","Less than 1 year","Year","83.7",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Less than 1 year","Year","81.0",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Males","Less than 1 year","Year","78.3",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Females","Less than 1 year","Year","83.7",""
"2016","European Free Trade Association","Total","Less than 1 year","Year","83.2",""
"2016","European Free Trade Association","Males","Less than 1 year","Year","81.3",""
"2016","European Free Trade Association","Females","Less than 1 year","Year","85.0",""
"2016","Iceland","Total","Less than 1 year","Year","82.2",""
"2016","Iceland","Males","Less than 1 year","Year","80.4",""
"2016","Iceland","Females","Less than 1 year","Year","84.1",""
"2016","Liechtenstein","Total","Less than 1 year","Year","82.3",""
"2016","Liechtenstein","Males","Less than 1 year","Year","80.6",""
"2016","Liechtenstein","Females","Less than 1 year","Year","84.0",""
"2016","Norway","Total","Less than 1 year","Year","82.5",""
"2016","Norway","Males","Less than 1 year","Year","80.7",""
"2016","Norway","Females","Less than 1 year","Year","84.2",""
"2016","Switzerland","Total","Less than 1 year","Year","83.7",""
"2016","Switzerland","Males","Less than 1 year","Year","81.7",""
"2016","Switzerland","Females","Less than 1 year","Year","85.6",""
"2016","United Kingdom","Total","Less than 1 year","Year","81.2",""
"2016","United Kingdom","Males","Less than 1 year","Year","79.4",""
"2016","United Kingdom","Females","Less than 1 year","Year","83.0",""
"2016","Montenegro","Total","Less than 1 year","Year","76.5",""
"2016","Montenegro","Males","Less than 1 year","Year","74.1",""
"2016","Montenegro","Females","Less than 1 year","Year","78.9",""
"2016","North Macedonia","Total","Less than 1 year","Year","75.4",""
"2016","North Macedonia","Males","Less than 1 year","Year","73.4",""
"2016","North Macedonia","Females","Less than 1 year","Year","77.5",""
"2016","Albania","Total","Less than 1 year","Year","78.5",""
"2016","Albania","Males","Less than 1 year","Year","77.1",""
"2016","Albania","Females","Less than 1 year","Year","80.1",""
"2016","Serbia","Total","Less than 1 year","Year","75.7",""
"2016","Serbia","Males","Less than 1 year","Year","73.2",""
"2016","Serbia","Females","Less than 1 year","Year","78.3",""
"2016","Turkey","Total","Less than 1 year","Year","78.1",""
"2016","Turkey","Males","Less than 1 year","Year","75.4",""
"2016","Turkey","Females","Less than 1 year","Year","81.0",""
"2016","Belarus","Total","Less than 1 year","Year","74.2",""
"2016","Belarus","Males","Less than 1 year","Year","69.0",""
"2016","Belarus","Females","Less than 1 year","Year","79.2",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Less than 1 year","Year","78.6","p"
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Less than 1 year","Year","75.9","p"
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Less than 1 year","Year","81.6","p"
"2016","Moldova","Total","Less than 1 year","Year",":",""
"2016","Moldova","Males","Less than 1 year","Year",":",""
"2016","Moldova","Females","Less than 1 year","Year",":",""
"2016","Russia","Total","Less than 1 year","Year",":",""
"2016","Russia","Males","Less than 1 year","Year",":",""
"2016","Russia","Females","Less than 1 year","Year",":",""
"2016","San Marino","Total","Less than 1 year","Year",":",""
"2016","San Marino","Males","Less than 1 year","Year",":",""
"2016","San Marino","Females","Less than 1 year","Year",":",""
"2016","Ukraine","Total","Less than 1 year","Year","72.9",""
"2016","Ukraine","Males","Less than 1 year","Year","68.0",""
"2016","Ukraine","Females","Less than 1 year","Year","77.6",""
"2016","Armenia","Total","Less than 1 year","Year","75.1",""
"2016","Armenia","Males","Less than 1 year","Year","71.5",""
"2016","Armenia","Females","Less than 1 year","Year","78.4",""
"2016","Azerbaijan","Total","Less than 1 year","Year",":",""
"2016","Azerbaijan","Males","Less than 1 year","Year",":",""
"2016","Azerbaijan","Females","Less than 1 year","Year",":",""
"2016","Georgia","Total","Less than 1 year","Year","72.7",""
"2016","Georgia","Males","Less than 1 year","Year","68.3",""
"2016","Georgia","Females","Less than 1 year","Year","77.2",""
"2017","European Union - 27 countries (from 2020)","Total","Less than 1 year","Year","80.9","b"
"2017","European Union - 27 countries (from 2020)","Males","Less than 1 year","Year","78.1","b"
"2017","European Union - 27 countries (from 2020)","Females","Less than 1 year","Year","83.6","b"
"2017","European Union - 28 countries (2013-2020)","Total","Less than 1 year","Year","80.9","b"
"2017","European Union - 28 countries (2013-2020)","Males","Less than 1 year","Year","78.3","b"
"2017","European Union - 28 countries (2013-2020)","Females","Less than 1 year","Year","83.6","b"
"2017","European Union - 27 countries (2007-2013)","Total","Less than 1 year","Year","81.0","b"
"2017","European Union - 27 countries (2007-2013)","Males","Less than 1 year","Year","78.3","b"
"2017","European Union - 27 countries (2007-2013)","Females","Less than 1 year","Year","83.6","b"
"2017","Euro area - 19 countries  (from 2015)","Total","Less than 1 year","Year","82.0","b"
"2017","Euro area - 19 countries  (from 2015)","Males","Less than 1 year","Year","79.4","b"
"2017","Euro area - 19 countries  (from 2015)","Females","Less than 1 year","Year","84.5","b"
"2017","Euro area - 18 countries (2014)","Total","Less than 1 year","Year","82.0","b"
"2017","Euro area - 18 countries (2014)","Males","Less than 1 year","Year","79.5","b"
"2017","Euro area - 18 countries (2014)","Females","Less than 1 year","Year","84.5","b"
"2017","Belgium","Total","Less than 1 year","Year","81.6",""
"2017","Belgium","Males","Less than 1 year","Year","79.2",""
"2017","Belgium","Females","Less than 1 year","Year","83.9",""
"2017","Bulgaria","Total","Less than 1 year","Year","74.8",""
"2017","Bulgaria","Males","Less than 1 year","Year","71.4",""
"2017","Bulgaria","Females","Less than 1 year","Year","78.4",""
"2017","Czechia","Total","Less than 1 year","Year","79.1",""
"2017","Czechia","Males","Less than 1 year","Year","76.1",""
"2017","Czechia","Females","Less than 1 year","Year","82.0",""
"2017","Denmark","Total","Less than 1 year","Year","81.1",""
"2017","Denmark","Males","Less than 1 year","Year","79.2",""
"2017","Denmark","Females","Less than 1 year","Year","83.1",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Less than 1 year","Year","81.1",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Less than 1 year","Year","78.7",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Less than 1 year","Year","83.4",""
